ID_Cliente,Cancelamento,Genero,Idoso,Parceiro,Dependentes,Meses_de_Contrato,Servico_Telefone,Linhas_Multiplas,Tipo_Internet,Seguranca_Online,Backup_Online,Protecao_Dispositivos,Suporte_Tecnico,Streaming_TV,Streaming_Filmes,Tipo_Contrato,Fatura_Digital,Forma_Pagamento,Valor_Mensal,Valor_Total,Faixa_Tempo
2252-NKNSI,0,Male,0,0,1,52.0,1,1,DSL,1,1,0,1,1,1,Two year,1,Mailed check,85.15,4461.85,49-60
2253-KPMNB,0,Female,0,1,1,69.0,0,no phone service,DSL,1,1,1,1,0,0,Two year,0,Bank transfer (automatic),46.25,3121.4,61-72
2254-DLXRI,0,Female,0,0,0,1.0,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Mailed check,79.15,79.15,0-12
2256-YLYLP,0,Male,0,1,1,68.0,1,0,DSL,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),72.95,4953.25,61-72
2257-BOVXD,0,Male,0,1,0,14.0,1,1,DSL,0,0,0,1,1,0,Month-to-month,1,Credit card (automatic),66.6,979.5,13-24
2259-OUUSZ,0,Male,0,0,0,7.0,0,no phone service,DSL,0,0,1,1,0,0,One year,1,Credit card (automatic),35.5,249.55,0-12
2260-USTRB,1,Female,1,0,0,2.0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),70.2,115.95,0-12
2262-SLNVK,0,Female,0,0,0,1.0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.1,70.1,0-12
2263-SFSQZ,0,Male,0,1,1,51.0,1,1,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,1,Mailed check,24.95,1222.25,49-60
2265-CYWIV,1,Female,1,1,0,4.0,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,99.6,347.65,0-12
2266-FUBDZ,0,Male,0,1,1,15.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Mailed check,19.35,278.85,13-24
2266-SJNAT,0,Female,0,1,0,72.0,1,1,Fiber optic,0,1,1,1,1,1,One year,0,Credit card (automatic),109.15,7789.6,61-72
2267-FPIMA,0,Male,0,1,0,50.0,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Credit card (automatic),94.4,4914.9,49-60
2267-WTPYD,0,Female,1,1,0,57.0,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,0,Credit card (automatic),94.0,5438.95,49-60
2270-CHBFN,0,Female,0,1,0,44.0,1,1,Fiber optic,1,1,1,1,0,0,Month-to-month,1,Credit card (automatic),95.1,4060.55,37-48
2272-JKMSI,0,Female,0,1,1,62.0,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,110.8,6840.95,61-72
2272-QAGFO,1,Female,1,0,0,14.0,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.3,1096.25,13-24
2272-UOINI,0,Female,0,0,0,7.0,1,0,DSL,1,1,0,1,1,1,Month-to-month,1,Electronic check,78.5,571.05,0-12
2272-WUSPA,0,Female,0,1,0,72.0,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Electronic check,110.75,7751.7,61-72
2273-QCKXA,0,Male,0,0,0,1.0,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Mailed check,49.05,49.05,0-12
2274-XUATA,0,Male,1,1,0,72.0,0,no phone service,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),63.1,4685.55,61-72
2275-RBYQS,0,Female,0,0,0,1.0,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.4,45.4,0-12
2276-YDAVZ,1,Female,0,0,0,3.0,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),75.1,270.7,0-12
2277-AXSDC,0,Female,0,0,0,32.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,0,Bank transfer (automatic),19.75,624.15,25-36
2277-BKJKN,0,Female,1,1,0,71.0,1,0,Fiber optic,0,1,1,0,1,1,Two year,1,Electronic check,99.2,7213.75,61-72
2277-DJJDL,0,Male,1,1,0,60.0,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,99.0,6017.9,49-60
2277-VWCNI,0,Female,1,0,0,4.0,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,48.75,179.85,0-12
2279-AXJJK,0,Male,0,1,0,52.0,1,1,Fiber optic,0,1,0,1,0,1,Month-to-month,1,Credit card (automatic),95.65,5088.4,49-60
2282-YGNOR,0,Female,0,0,0,29.0,1,0,DSL,1,0,1,1,0,0,One year,0,Credit card (automatic),58.0,1734.5,25-36
2284-VFLKH,0,Male,0,1,0,49.0,1,0,Fiber optic,0,0,1,1,1,1,One year,1,Credit card (automatic),99.25,4920.8,49-60
2292-XQWSV,0,Male,0,1,1,40.0,0,no phone service,DSL,0,1,1,1,1,1,One year,0,Mailed check,60.3,2448.5,37-48
2293-IJWPS,0,Female,0,1,0,57.0,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Credit card (automatic),100.75,5985.0,49-60
2294-DMMUS,0,Female,0,1,1,62.0,1,1,DSL,0,0,0,0,1,1,Month-to-month,1,Credit card (automatic),70.45,4300.45,61-72
2294-SALNE,0,Male,0,1,1,23.0,1,0,Fiber optic,0,1,1,1,0,0,One year,0,Mailed check,86.8,1940.8,13-24
2296-DKZFP,0,Female,0,1,0,65.0,1,0,DSL,1,1,1,0,0,1,Two year,0,Bank transfer (automatic),71.0,4386.2,61-72
2300-RQGOI,0,Female,0,0,0,38.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Mailed check,20.05,741.5,37-48
2302-ANTDP,1,Female,1,1,0,48.0,1,1,Fiber optic,1,1,1,1,1,1,Month-to-month,0,Electronic check,117.45,5438.9,37-48
2302-OUZXB,0,Male,0,1,0,72.0,1,1,DSL,0,1,1,0,1,1,Two year,0,Bank transfer (automatic),82.15,5784.3,61-72
2303-PJYHN,0,Female,0,1,0,2.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Bank transfer (automatic),19.85,52.0,0-12
2305-MRGLV,0,Male,0,1,0,28.0,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),76.55,2065.4,25-36
2307-FYNNL,0,Male,1,0,0,65.0,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Electronic check,109.05,7108.2,61-72
2308-STERM,0,Female,0,0,0,2.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Mailed check,19.4,61.05,0-12
2309-OSFEU,1,Male,0,0,0,10.0,0,no phone service,DSL,0,0,0,0,0,1,Month-to-month,1,Mailed check,33.9,298.45,0-12
2311-QYMUQ,1,Female,0,1,1,16.0,1,0,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Credit card (automatic),89.45,1430.25,13-24
2314-TNDJQ,0,Female,0,1,1,72.0,0,no phone service,DSL,1,1,1,1,0,1,Two year,0,Credit card (automatic),55.65,3880.05,61-72
2316-ESMLS,0,Female,0,1,1,12.0,0,no phone service,DSL,1,0,0,1,0,0,One year,0,Credit card (automatic),33.15,444.75,0-12
2320-JRSDE,1,Female,0,1,1,1.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,1,Electronic check,19.9,19.9,0-12
2320-SLKMB,0,Female,0,0,0,26.0,0,no phone service,DSL,0,0,1,1,1,0,Month-to-month,1,Credit card (automatic),44.45,1183.8,25-36
2320-TZRRH,0,Female,0,0,0,20.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,0,Mailed check,19.5,403.15,13-24
2320-YKQBO,0,Female,0,0,0,7.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Mailed check,19.3,144.95,0-12
2321-OMBXY,1,Female,0,1,1,38.0,1,0,DSL,1,1,0,1,1,1,One year,0,Credit card (automatic),80.3,3058.65,37-48
2322-VCZHZ,0,Male,1,1,0,23.0,1,0,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Electronic check,90.0,2024.1,13-24
2323-ARSVR,0,Male,0,1,0,67.0,1,0,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,111.05,7321.05,61-72
2324-AALNO,0,Female,0,0,0,48.0,1,1,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,0,Bank transfer (automatic),24.55,1203.95,37-48
2324-EFHVG,0,Male,0,0,0,64.0,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),104.4,6692.65,61-72
2325-NBPZG,0,Female,0,0,0,3.0,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,74.55,233.65,0-12
2325-WINES,0,Female,0,0,0,32.0,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Credit card (automatic),104.05,3416.85,25-36
2325-ZUSFD,1,Female,0,1,1,57.0,1,0,DSL,1,0,0,0,1,1,One year,1,Bank transfer (automatic),70.1,3913.3,49-60
2330-PQGDQ,0,Male,0,1,1,51.0,1,1,Fiber optic,0,1,0,1,0,0,One year,0,Bank transfer (automatic),84.2,4299.75,49-60
2332-EFBJY,1,Male,0,0,0,16.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,1,Mailed check,19.7,342.4,13-24
2332-TODQS,0,Female,0,0,0,48.0,1,1,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,0,Credit card (automatic),25.05,1171.5,37-48
2333-KWEWW,0,Male,0,0,0,18.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Credit card (automatic),20.05,388.6,13-24
2335-GSODA,0,Male,0,0,1,23.0,0,no phone service,DSL,1,0,1,1,0,0,Two year,0,Mailed check,40.1,857.75,13-24
2338-BQEZT,0,Female,0,0,0,55.0,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),50.55,2832.75,49-60
2342-CKIAO,0,Female,0,0,0,2.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Mailed check,20.3,41.2,0-12
2344-JMOGN,1,Male,0,1,0,9.0,1,0,Fiber optic,0,1,1,1,1,0,Month-to-month,1,Mailed check,94.85,890.6,0-12
2346-CZYIL,0,Male,0,0,0,27.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Credit card (automatic),20.35,531.6,25-36
2346-DJQTB,0,Female,0,0,0,35.0,0,no phone service,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,24.15,812.5,25-36
2346-LOCWC,0,Female,0,1,1,58.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Credit card (automatic),20.5,1191.4,49-60
2347-WKKAE,0,Male,0,1,0,42.0,1,1,Fiber optic,1,0,1,0,0,1,Month-to-month,1,Electronic check,94.4,4014.6,37-48
2348-KCJLT,0,Female,0,1,0,44.0,1,0,DSL,1,1,1,0,0,0,One year,1,Mailed check,61.5,2722.2,37-48
2351-BKRZW,0,Female,0,1,1,43.0,1,0,DSL,1,0,1,0,1,1,Two year,0,Bank transfer (automatic),75.2,3254.35,37-48
2351-RRBUE,0,Female,0,1,1,7.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,0,Mailed check,20.65,134.05,0-12
2353-VPYNS,0,Male,1,0,0,1.0,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.65,73.65,0-12
2357-COQEK,1,Female,1,0,0,28.0,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,103.3,2890.65,25-36
2359-KLTEK,0,Female,0,1,1,41.0,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),94.9,3848.0,37-48
2359-KMGLI,1,Male,0,0,0,24.0,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,80.25,1861.5,13-24
2359-QWQUL,1,Female,0,1,0,39.0,1,0,Fiber optic,1,0,1,1,1,1,One year,1,Credit card (automatic),104.7,4134.85,37-48
2360-RDGRO,0,Male,0,1,0,65.0,1,1,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Electronic check,104.25,6812.95,61-72
2361-FJWNO,0,Male,0,0,0,40.0,0,no phone service,DSL,0,1,0,1,0,0,One year,0,Credit card (automatic),36.0,1382.9,37-48
2361-UPSND,0,Female,0,1,0,46.0,1,0,DSL,1,1,0,1,0,1,One year,0,Mailed check,70.6,3231.05,37-48
2362-IBOOY,1,Male,0,0,0,36.0,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.75,3050.15,25-36
2363-BJLSL,0,Male,0,0,0,62.0,1,0,DSL,0,1,1,1,1,1,Month-to-month,1,Bank transfer (automatic),80.4,4981.15,61-72
2364-UFROM,0,Male,0,0,0,30.0,1,0,DSL,1,1,0,1,1,0,One year,0,Electronic check,70.4,2044.75,25-36
2368-GAKKQ,0,Female,0,0,0,70.0,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),113.65,7939.25,61-72
2369-FEVNO,0,Male,0,0,0,1.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,1,Mailed check,19.9,19.9,0-12
2369-UAPKZ,1,Male,0,0,0,5.0,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Mailed check,104.1,541.9,0-12
2371-JQHZZ,0,Male,0,1,0,24.0,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.0,2248.05,13-24
2371-JUNGC,0,Male,0,0,0,11.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Mailed check,20.25,208.0,0-12
2371-KFUOG,0,Male,0,0,0,58.0,1,0,Fiber optic,1,1,0,0,1,1,One year,0,Bank transfer (automatic),99.15,5720.95,49-60
2372-HWUHI,1,Male,0,0,0,2.0,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.35,81.25,0-12
2373-NTKOD,0,Male,0,0,0,8.0,1,0,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,66.25,546.45,0-12
2378-HTWFW,0,Male,1,0,0,35.0,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,0,Credit card (automatic),91.0,3180.5,25-36
2378-VTKDH,0,Male,1,1,0,65.0,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.35,6578.55,61-72
2378-YIZKA,0,Female,0,1,1,68.0,1,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),85.0,5607.75,61-72
2379-ENZGV,1,Male,0,0,0,6.0,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,84.85,523.5,0-12
2379-GYFLQ,0,Male,0,0,0,46.0,1,1,Fiber optic,0,1,1,0,1,0,One year,1,Credit card (automatic),94.9,4422.95,37-48
2380-DAMQP,0,Female,0,1,0,72.0,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Electronic check,115.15,8349.7,61-72
2382-BCKQJ,1,Female,0,0,1,62.0,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,100.15,6413.65,61-72
2384-OVPSA,0,Female,1,0,0,38.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Mailed check,20.2,735.9,37-48
2386-LAHRK,1,Male,0,0,0,1.0,1,0,DSL,0,0,0,0,1,0,Month-to-month,1,Mailed check,53.5,53.5,0-12
2386-OWURY,0,Female,0,0,0,58.0,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,95.3,5817.7,49-60
2387-KDZQY,0,Male,0,0,0,17.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,1,Mailed check,20.1,279.5,13-24
2388-LAESQ,0,Female,1,1,0,72.0,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),114.85,8317.95,61-72
2391-IPLOP,0,Male,0,1,1,50.0,1,1,DSL,0,0,1,1,1,0,One year,1,Electronic check,69.65,3442.15,49-60
2391-SOORI,1,Male,0,0,1,4.0,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,49.35,219.65,0-12
2393-DIVAI,0,Female,0,0,0,3.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,1,Mailed check,20.0,61.7,0-12
2397-BRLOM,1,Male,1,1,1,8.0,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),80.45,583.45,0-12
2398-YPMUR,1,Female,1,1,0,13.0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.15,916.75,13-24
2400-FEQME,0,Male,0,1,1,55.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Mailed check,20.5,1177.95,49-60
2400-XIWIO,0,Female,0,1,0,71.0,1,1,DSL,1,1,1,1,1,1,Two year,0,Electronic check,90.1,6310.9,61-72
2402-TAIRZ,0,Female,0,0,0,37.0,1,0,Fiber optic,0,1,1,0,0,0,One year,0,Electronic check,80.05,3019.1,37-48
2403-BCASL,1,Male,1,1,1,41.0,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,111.95,4534.9,37-48
2404-JIBFC,0,Female,0,1,1,55.0,1,1,DSL,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),85.1,4657.95,49-60
2405-LBMUW,0,Female,0,1,1,61.0,0,no phone service,DSL,1,1,0,1,0,1,One year,1,Bank transfer (automatic),50.7,3088.75,61-72
2408-PSJVE,0,Male,0,1,1,44.0,1,0,DSL,0,1,1,1,0,0,Month-to-month,1,Mailed check,61.9,2924.05,37-48
2408-TZMJL,1,Male,0,1,0,59.0,1,1,Fiber optic,1,1,1,0,1,1,One year,1,Electronic check,110.15,6448.05,49-60
2408-WITXK,1,Female,1,0,0,10.0,0,no phone service,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,34.7,329.8,0-12
2410-CIYFZ,0,Male,0,0,1,2.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Mailed check,20.4,42.9,0-12
2418-TPEUN,0,Female,0,1,1,56.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,1,Credit card (automatic),19.8,1119.9,49-60
2419-FSORS,0,Male,0,1,0,72.0,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,108.4,7719.5,61-72
2424-GXJQO,0,Female,0,0,0,3.0,1,0,DSL,0,0,1,0,1,0,Month-to-month,0,Electronic check,57.55,161.45,0-12
2424-WVHPL,0,Male,1,0,0,1.0,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,0,Electronic check,74.7,74.7,0-12
2428-HYUNX,0,Male,1,1,0,44.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,1,Credit card (automatic),19.35,847.25,37-48
2428-ZMCTB,0,Male,0,0,0,10.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Credit card (automatic),19.75,208.25,0-12
2429-AYKKO,0,Male,0,0,0,72.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Bank transfer (automatic),19.85,1434.1,61-72
2430-RRYUW,0,Male,0,0,0,66.0,1,0,DSL,1,1,0,0,0,0,One year,1,Mailed check,54.8,3465.7,61-72
2430-USGXP,1,Male,0,1,0,24.0,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.05,2391.8,13-24
2432-TFSMK,0,Male,0,0,0,18.0,1,1,Fiber optic,0,0,1,0,1,0,One year,1,Credit card (automatic),89.6,1633.0,13-24
2433-KMEAS,1,Male,0,0,0,22.0,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,54.45,1127.35,13-24
2434-EEVDB,0,Female,0,1,0,64.0,1,1,Fiber optic,1,0,1,0,1,0,Two year,1,Credit card (automatic),94.6,5948.7,61-72
2436-QBZFP,0,Female,0,1,1,22.0,0,no phone service,DSL,0,1,0,0,1,0,Month-to-month,0,Electronic check,39.2,849.9,13-24
2439-LYPMQ,0,Male,1,1,0,38.0,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,102.6,4009.2,37-48
2439-QKJUL,0,Male,0,0,0,5.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Mailed check,20.25,109.8,0-12
2446-BEGGB,1,Female,1,0,0,6.0,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,98.25,560.6,0-12
2446-PLQVO,1,Male,0,0,0,1.0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.3,70.3,0-12
2446-ZKVAF,0,Male,0,1,0,18.0,1,1,DSL,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),56.8,1074.65,13-24
2450-ZKEED,0,Female,0,0,0,11.0,1,0,DSL,0,0,1,1,0,0,One year,0,Bank transfer (automatic),53.8,651.55,0-12
2451-YMUXS,0,Male,1,0,0,67.0,1,1,DSL,1,1,0,1,0,0,Two year,1,Bank transfer (automatic),64.55,4250.1,61-72
2452-KDRRH,0,Male,1,0,0,67.0,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),101.4,6841.05,61-72
2452-MRMZF,0,Female,1,1,0,72.0,1,1,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,1,Credit card (automatic),25.7,1937.4,61-72
2452-SNHFZ,0,Female,0,0,0,47.0,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Credit card (automatic),75.45,3545.1,37-48
2453-SAFNS,0,Female,1,0,0,54.0,1,1,DSL,0,1,0,1,1,0,One year,0,Mailed check,72.1,3886.05,49-60
2454-RPBRZ,1,Female,1,1,0,12.0,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,98.1,1060.2,0-12
2455-USLMV,0,Female,0,0,0,31.0,1,1,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Credit card (automatic),84.75,2613.4,25-36
2458-EOMRE,0,Female,0,0,0,11.0,1,0,DSL,1,0,1,0,0,1,Month-to-month,0,Bank transfer (automatic),64.05,733.95,0-12
2460-FPSYH,1,Female,1,0,0,40.0,0,no phone service,DSL,1,1,0,0,1,1,Month-to-month,1,Electronic check,55.8,2109.35,37-48
2460-NGXBJ,0,Male,1,1,1,11.0,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),75.2,775.3,0-12
2462-XIIJB,1,Male,0,0,0,5.0,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,92.5,452.7,0-12
2465-BLLEU,0,Male,0,0,0,1.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,1,Mailed check,19.75,19.75,0-12
2466-FCCPT,0,Female,0,1,1,20.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,0,Bank transfer (automatic),19.7,395.6,13-24
2466-NEJOJ,0,Male,0,1,1,8.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Credit card (automatic),19.65,169.75,0-12
2468-SJFLM,0,Male,0,0,0,1.0,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Mailed check,74.3,74.3,0-12
2469-DTSGX,0,Female,1,0,0,72.0,1,1,Fiber optic,0,1,1,1,1,1,Two year,0,Electronic check,111.65,7943.45,61-72
2472-OVKUP,1,Male,0,1,0,6.0,1,0,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,91.0,531.0,0-12
2474-BRUCM,1,Male,1,1,0,40.0,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,0,Electronic check,101.85,4086.3,37-48
2474-LCNUE,0,Female,0,1,0,23.0,1,1,DSL,0,0,0,1,1,1,Month-to-month,1,Credit card (automatic),73.65,1642.75,13-24
2475-MROZF,0,Male,0,0,0,30.0,1,1,Fiber optic,1,1,1,1,0,0,Month-to-month,1,Credit card (automatic),95.0,2852.4,25-36
2476-YGEFM,0,Female,0,0,0,29.0,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),76.0,2215.25,25-36
2478-EEWWM,0,Male,0,1,0,59.0,0,no phone service,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,44.3,2666.75,49-60
2479-BRAMR,1,Male,1,1,0,41.0,1,1,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),83.75,3273.55,37-48
2480-EJWYP,0,Female,1,1,0,58.0,1,1,Fiber optic,0,1,0,0,1,1,One year,1,Bank transfer (automatic),97.8,5458.8,49-60
2480-JZOSN,0,Female,0,1,0,1.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,1,Mailed check,20.65,20.65,0-12
2480-SQIOB,0,Male,0,1,1,4.0,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.8,169.65,0-12
2481-SBOYW,0,Female,0,0,1,61.0,1,1,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,1,Credit card (automatic),25.0,1498.35,61-72
2482-CZGBB,1,Male,0,0,0,10.0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.0,740.0,0-12
2483-XSSMZ,0,Female,0,0,0,39.0,1,0,DSL,1,0,0,0,0,0,One year,1,Electronic check,47.85,1886.4,37-48
2484-DGXPZ,1,Female,0,1,1,31.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,1,Mailed check,19.55,658.95,25-36
2485-ITVKB,1,Female,0,1,0,2.0,0,no phone service,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,35.1,68.75,0-12
2486-WYVVE,0,Male,0,1,0,31.0,1,1,DSL,0,0,1,1,1,1,One year,1,Mailed check,79.3,2484.0,25-36
2495-INZWQ,1,Male,0,0,0,4.0,0,no phone service,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,44.55,174.3,0-12
2495-KZNFB,0,Female,0,0,0,33.0,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,90.65,2989.6,25-36
2495-TTHBQ,0,Female,0,0,1,4.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,1,Mailed check,20.4,84.75,0-12
2498-XLDZR,0,Female,0,1,1,32.0,1,0,DSL,1,1,1,1,0,1,Two year,0,Mailed check,73.6,2316.85,25-36
2499-AJYUA,0,Female,1,1,0,72.0,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),110.8,7882.25,61-72
2501-XWWTZ,0,Male,0,0,0,11.0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.2,760.05,0-12
2504-DSHIH,0,Male,1,1,0,23.0,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,86.8,1975.85,13-24
2506-CLAKW,1,Female,0,0,0,6.0,1,0,Fiber optic,1,1,1,1,0,1,Month-to-month,1,Bank transfer (automatic),98.15,567.45,0-12
2506-TNFCO,1,Female,1,1,0,1.0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.55,69.55,0-12
2507-QZPQS,0,Male,0,0,0,15.0,1,1,Fiber optic,0,1,0,1,0,1,Month-to-month,0,Electronic check,95.7,1451.1,13-24
